School Code,"Enrolled
(K-12)","Utilized
(K-12)","Percent_Eligable
Eligible FRPM 
(K-12)"
6110951,597,532,0.89
6110969,812,787,0.97
6110977,725,680,0.94
6111512,785,733,0.93
6112411,591,550,0.93
6112536,766,754,0.98
6113419,546,508,0.93
6114722,709,657,0.93
6114912,409,387,0.95
6115794,1246,1200,0.96
6116750,800,616,0.77
6116842,314,293,0.93
6117048,484,417,0.86
6117667,563,563,1.00
6118186,1303,1210,0.93
6119044,468,266,0.57
6119093,106,88,0.83
6119531,767,133,0.17
6119903,454,416,0.92
6120471,86,72,0.84
6120489,372,361,0.97
6120679,517,480,0.93
6120794,4,4,1.00
6120810,540,496,0.92
6121081,356,285,0.80
0000001,6,2,0.33
6020077,409,341,0.83
6020085,482,407,0.84
6020093,339,277,0.82
6020101,381,299,0.78
0000001,1,0,0.00
6020127,533,243,0.46
6020150,423,235,0.56
6020176,503,146,0.29
6020192,490,183,0.37
6020200,441,176,0.40
6020218,756,276,0.37
0000001,40,20,0.50
0107912,655,620,0.95
0108381,610,591,0.97
0108399,741,720,0.97
0109538,1719,1460,0.85
0114777,154,121,0.79
0127845,6,4,0.67
1935428,210,194,0.92
1935436,2181,1734,0.80
6020234,669,616,0.92
6020242,489,476,0.97
6020259,756,623,0.82
6020267,392,367,0.94
6020275,622,588,0.95
6020283,610,539,0.88
6020291,735,690,0.94
6020309,752,714,0.95
6020317,657,615,0.94
6115539,618,570,0.92
6115547,1014,947,0.93
6116685,581,537,0.92
0000001,15,4,0.27
1935899,84,65,0.77
1935923,1689,878,0.52
1996404,35,16,0.46
6020424,462,300,0.65
6020432,682,381,0.56
6020457,524,240,0.46
6020465,651,367,0.56
6020473,450,323,0.72
6020481,527,384,0.73
6020499,444,351,0.79
0000001,42,3,0.07
0124552,546,426,0.78
1930155,2711,1992,0.73
1930825,2752,2502,0.91
1935998,2532,2208,0.87
1938927,367,262,0.71
1996388,57,32,0.56
6020507,433,324,0.75
6020515,1010,870,0.86
6020523,525,381,0.73
6020531,935,739,0.79
6020549,805,650,0.81
6020556,392,323,0.82
6020564,726,577,0.79
6020572,908,674,0.74
6020580,914,794,0.87
6020598,777,582,0.75
6020614,352,258,0.73
6020622,527,438,0.83
6020630,385,234,0.61
6020648,819,651,0.79
6020655,907,733,0.81
6020663,953,738,0.77
6020671,604,482,0.80
6020689,566,485,0.86
6058408,1157,1028,0.89
6058416,771,696,0.90
6058432,1017,841,0.83
6085674,1176,898,0.76
6085682,855,770,0.90
0000001,8,5,0.63
6020697,577,507,0.88
6020705,700,653,0.93
6020713,510,486,0.95
6020721,304,269,0.88
6020739,423,406,0.96
6020747,552,475,0.86
6020754,465,436,0.94
6020762,689,609,0.88
6020770,836,739,0.88
6020788,493,456,0.92
6105407,404,369,0.91
6110571,812,778,0.96
0000001,2,0,0.00
0100636,911,186,0.20
0100644,684,576,0.84
0108027,657,82,0.12
6020796,632,587,0.93
6020804,488,285,0.58
6020812,580,440,0.76
6066773,423,187,0.44
6095442,664,146,0.22
6107171,713,142,0.20
6113047,783,90,0.11
0000001,23,5,0.22
1933647,1322,1106,0.84
1934728,2006,1016,0.51
1936467,2085,1714,0.82
1936475,219,162,0.74
6020838,518,442,0.85
6020846,703,385,0.55
6020853,383,333,0.87
6020887,765,669,0.87
6020895,385,331,0.86
6020903,471,192,0.41
6020911,612,478,0.78
6020929,575,254,0.44
6020937,351,277,0.79
6020945,764,374,0.49
6020952,476,442,0.93
6020994,511,450,0.88
6021000,272,131,0.48
6021018,306,273,0.89
6021026,750,619,0.83
6021034,476,234,0.49
6021042,1188,1006,0.85
6021075,590,540,0.92
6021083,391,340,0.87
6021091,331,308,0.93
6021125,536,321,0.60
6021133,444,391,0.88
6116347,437,184,0.42
0102269,76,71,0.93
0105981,881,744,0.84
0112714,1646,1385,0.84
0116558,46,42,0.91
0124156,767,572,0.75
0125377,1618,1344,0.83
0126268,1016,814,0.80
0129973,777,762,0.98
0133173,55,39,0.71
0133611,112,86,0.77
0135301,1015,915,0.90
6021141,744,547,0.74
6021158,692,636,0.92
6021190,827,787,0.95
6021208,621,606,0.98
6105613,855,765,0.89
6105621,843,760,0.90
6106793,604,545,0.90
6106900,671,613,0.91
6107635,595,535,0.90
6108609,670,549,0.82
6108625,809,733,0.91
6108633,756,629,0.83
6111538,696,598,0.86
6111546,803,625,0.78
6113906,586,498,0.85
6115273,628,549,0.87
6115281,967,794,0.82
6118749,624,538,0.86
6119143,957,732,0.76
6119580,820,447,0.55
0118638,1,0,0.00
1933308,58,17,0.29
1995588,2348,181,0.08
1996552,1778,83,0.05
6021240,369,29,0.08
6021257,855,58,0.07
6021273,370,21,0.06
6021299,476,29,0.06
6021307,409,14,0.03
6021315,332,48,0.14
6021323,426,32,0.08
6021331,917,94,0.10
6021349,540,26,0.05
6021356,467,34,0.07
6021372,451,31,0.07
6116172,639,57,0.09
6117584,910,61,0.07
0000001,41,14,0.34
0102681,854,791,0.93
0108779,542,530,0.98
0119438,802,731,0.91
0119446,1009,931,0.92
1936749,4722,4329,0.92
1936756,196,164,0.84
1996107,18,16,0.89
6021380,564,516,0.91
6021398,430,406,0.94
6021414,1032,925,0.90
6021430,650,602,0.93
6021448,598,572,0.96
6021455,522,483,0.93
6021463,656,617,0.94
6021471,650,613,0.94
6021489,594,567,0.95
6114615,937,876,0.93
6117444,396,359,0.91
0000000,14,3,0.21
0000001,88,38,0.43
0113464,451,134,0.30
0113472,424,68,0.16
0113894,174,115,0.66
0117440,176,96,0.55
0118075,234,213,0.91
0127746,524,139,0.27
1931062,1099,664,0.60
1931674,1992,1192,0.60
1932409,413,270,0.65
1936103,892,675,0.76
1936806,166,120,0.72
1936822,1807,1077,0.60
6021505,247,169,0.68
6021547,146,112,0.77
6021554,595,226,0.38
6021570,477,105,0.22
6021588,198,174,0.88
6021612,592,261,0.44
6021620,588,406,0.69
6021638,382,333,0.87
6021679,488,391,0.80
6021687,449,358,0.80
6021711,298,222,0.74
6021729,449,148,0.33
6021737,673,131,0.19
6021752,490,380,0.78
6021760,395,255,0.65
6021778,640,430,0.67
6058465,510,353,0.69
6058499,492,383,0.78
6119549,509,425,0.83
6120265,1092,698,0.64
0000001,68,24,0.35
0111047,611,589,0.96
0111054,710,606,0.85
0115170,338,258,0.76
1933175,936,843,0.90
1933324,1881,1668,0.89
1936772,238,211,0.89
1937028,1199,1028,0.86
1995547,30,29,0.97
1995901,1631,984,0.60
1996495,327,301,0.92
6021786,861,812,0.94
6021794,303,270,0.89
6021802,571,537,0.94
6021828,306,194,0.63
6021836,320,207,0.65
6021851,359,323,0.90
6021869,371,342,0.92
6021877,612,580,0.95
6021885,637,597,0.94
6021893,369,354,0.96
6021901,539,518,0.96
6021919,251,241,0.96
6021927,320,303,0.95
6021935,662,618,0.93
6021943,596,576,0.97
6021950,537,491,0.91
6021968,625,617,0.99
6021976,349,319,0.91
6021984,288,250,0.87
6058507,609,590,0.97
6058515,528,499,0.95
6058523,777,744,0.96
6061634,764,711,0.93
6061642,427,388,0.91
6066781,697,418,0.60
6068787,315,198,0.63
6101133,558,392,0.70
6108914,980,924,0.94
6108922,434,224,0.52
6112437,446,429,0.96
6120653,361,147,0.41
6022164,477,346,0.73
6022172,347,299,0.86
6022180,580,442,0.76
6022198,621,509,0.82
6022206,413,348,0.84
0000001,11,1,0.09
1937754,1123,112,0.10
6022495,614,34,0.06
6022503,738,51,0.07
6022529,586,22,0.04
0000001,15,1,0.07
1933373,50,19,0.38
1938000,2826,750,0.27
1995737,951,124,0.13
6022537,196,29,0.15
6022545,447,183,0.41
6022552,782,50,0.06
6022560,606,179,0.30
6022578,295,138,0.47
6022594,488,189,0.39
6022602,196,23,0.12
6022610,788,89,0.11
6022636,277,32,0.12
6022644,525,217,0.41
6058531,1063,421,0.40
6061659,1077,170,0.16
6093538,224,20,0.09
0000001,2,0,0.00
0108597,611,111,0.18
0119230,995,87,0.09
6022651,470,374,0.80
6022669,824,124,0.15
6022685,589,389,0.66
6022693,755,236,0.31
6022701,388,123,0.32
6022727,497,179,0.36
6068860,363,133,0.37
6106876,723,106,0.15
6107924,590,113,0.19
6112528,885,110,0.12
6115513,691,96,0.14
6116495,715,121,0.17
6120257,862,117,0.14
0000001,13,1,0.08
1938455,1492,328,0.22
6022768,716,119,0.17
6022776,778,134,0.17
6022784,683,93,0.14
6058556,1112,211,0.19
0000000,2,1,0.50
0000001,2,0,0.00
6022800,414,386,0.93
6022818,372,327,0.88
6022826,228,197,0.86
6022834,511,466,0.91
6022842,334,307,0.92
6022859,645,559,0.87
6102966,273,247,0.90
0116616,548,150,0.27
6022677,510,432,0.85
6022883,463,317,0.68
6022891,447,372,0.83
6022917,645,219,0.34
6066807,654,369,0.56
6071682,575,418,0.73
6107205,583,225,0.39
6120513,970,385,0.40
0000001,13,1,0.08
1938679,1977,890,0.45
1995745,27,20,0.74
1995976,13,7,0.54
6022925,493,251,0.51
6022933,709,275,0.39
6022941,621,262,0.42
6022958,1028,440,0.43
6022966,950,405,0.43
0000001,88,59,0.67
0110320,19,12,0.63
1936277,1846,816,0.44
1938083,131,66,0.50
1938356,2042,397,0.19
1938752,1954,677,0.35
1939602,2031,458,0.23
6022974,435,181,0.42
6022982,644,77,0.12
6022990,594,223,0.38
6023006,700,164,0.23
6023014,782,146,0.19
6023022,361,211,0.58
6023030,667,283,0.42
6023063,511,249,0.49
6023071,598,256,0.43
6023089,687,158,0.23
6023105,954,148,0.16
6023121,627,141,0.22
6023147,465,182,0.39
6023162,726,196,0.27
6023170,565,284,0.50
6023196,715,113,0.16
6023220,668,91,0.14
6023238,530,88,0.17
6023261,511,328,0.64
6023279,600,86,0.14
6023287,965,273,0.28
6023295,665,112,0.17
6023303,419,159,0.38
6023329,281,140,0.50
6068878,715,355,0.50
0000001,1,0,0.00
6023337,547,473,0.86
6023345,501,421,0.84
0000001,10,4,0.40
0112706,2569,1591,0.62
0116566,400,309,0.77
0122432,814,533,0.65
1938513,180,127,0.71
1939537,2227,1440,0.65
6023410,355,288,0.81
6023428,474,344,0.73
6023477,817,527,0.65
6023485,587,397,0.68
6023493,616,453,0.74
6023501,546,415,0.76
6023519,589,424,0.72
6023527,1243,631,0.51
6023535,519,310,0.60
6023543,253,194,0.77
6107296,555,417,0.75
0000001,1,0,0.00
0101543,1138,548,0.48
0110098,678,348,0.51
0125690,888,203,0.23
6023568,836,386,0.46
6023576,108,21,0.19
6023584,884,551,0.62
6023592,801,482,0.60
6071690,958,455,0.47
6108245,773,341,0.44
6109664,471,307,0.65
6110837,917,381,0.42
6111520,981,513,0.52
0000001,15,5,0.33
0123109,7,7,1.00
6023626,480,395,0.82
6023634,550,409,0.74
6023659,760,611,0.80
6023667,563,433,0.77
6023675,431,315,0.73
6023683,432,381,0.88
6023691,450,295,0.66
6023709,644,376,0.58
6023717,405,294,0.73
6023725,1019,758,0.74
6023733,348,299,0.86
0000001,59,31,0.53
1930338,464,411,0.89
1931302,2830,2098,0.74
1934868,2718,1389,0.51
1936889,1303,1164,0.89
1937903,2282,1746,0.77
1939701,1906,1443,0.76
1995653,289,212,0.73
0000001,43,11,0.26
0101022,1309,152,0.12
0102459,2157,1133,0.53
0102467,1033,153,0.15
0102475,2470,389,0.16
0112359,50,26,0.52
0114439,329,223,0.68
0117234,910,254,0.28
1931492,2218,875,0.39
1931740,2441,406,0.17
1932532,215,20,0.09
1933902,2322,881,0.38
1934421,415,220,0.53
1995802,2959,451,0.15
1996263,1180,841,0.71
1996321,406,60,0.15
6058564,1294,216,0.17
6058572,1091,503,0.46
6058580,1050,475,0.45
6111926,1188,583,0.49
0000001,3,0,0.00
6106561,594,540,0.91
6106785,696,653,0.94
6120836,15,14,0.93
0115725,648,611,0.94
0132845,664,615,0.93
0132969,237,202,0.85
0134338,486,477,0.98
1931567,941,826,0.88
1931963,1766,1589,0.90
1932326,1821,1634,0.90
1995695,417,364,0.87
1996040,8,7,0.88
1996057,71,41,0.58
6012231,515,416,0.81
6012256,834,715,0.86
6012264,458,405,0.88
6012272,584,480,0.82
6012280,738,640,0.87
6012298,837,774,0.92
6012306,944,781,0.83
6012314,668,423,0.63
6012322,723,568,0.79
6012348,513,460,0.90
6012355,633,524,0.83
6012389,901,754,0.84
6012397,542,439,0.81
6012405,780,652,0.84
6012413,370,311,0.84
6013478,439,357,0.81
6013494,420,315,0.75
6023741,548,472,0.86
6023758,475,416,0.88
6023782,582,494,0.85
6057558,414,384,0.93
6057566,430,378,0.88
6057582,632,571,0.90
6057590,250,216,0.86
6061261,618,561,0.91
6061279,311,288,0.93
6066732,560,513,0.92
6114441,1,0,0.00
6120877,886,740,0.84
0000001,17,5,0.29
0122465,604,453,0.75
0125351,18,8,0.44
1933316,123,98,0.80
1934801,1152,997,0.87
1935246,1776,1166,0.66
1938935,94,80,0.85
1939834,1523,857,0.56
1939925,1080,890,0.82
1996560,7,7,1.00
6014112,654,541,0.83
6014120,282,215,0.76
6014138,344,309,0.90
6014153,363,323,0.89
6014179,898,725,0.81
6014203,577,226,0.39
6014237,310,276,0.89
6014252,610,553,0.91
6014260,471,276,0.59
6014278,504,201,0.40
6014286,271,202,0.75
6014294,1071,483,0.45
6014302,355,314,0.88
6014310,616,364,0.59
6014328,431,328,0.76
6014336,336,298,0.89
6014351,258,234,0.91
6014369,463,423,0.91
6014377,445,404,0.91
6014385,237,205,0.86
6014393,265,245,0.92
6014419,368,324,0.88
6022263,567,474,0.84
6022396,304,267,0.88
6066757,479,242,0.51
6068811,542,434,0.80
6069710,23,9,0.39
0000001,11,2,0.18
0111070,48,39,0.81
0120600,570,311,0.55
0125005,795,667,0.84
1930106,174,153,0.88
1936228,1930,1673,0.87
1937564,2122,1314,0.62
6022214,725,513,0.71
6022222,670,364,0.54
6022248,590,547,0.93
6022271,365,300,0.82
6022289,520,506,0.97
6022297,393,351,0.89
6022305,575,364,0.63
6022321,491,461,0.94
6022347,523,490,0.94
6022354,513,478,0.93
6022362,432,298,0.69
6022388,431,416,0.97
6022404,678,409,0.60
6022412,482,462,0.96
6103352,1094,509,0.47
0000001,11,3,0.27
1932862,2918,559,0.19
1937747,27,13,0.48
1939149,2527,607,0.24
6023352,689,144,0.21
6023360,556,135,0.24
6023378,629,124,0.20
6023386,1286,311,0.24
6023394,573,143,0.25
6023402,686,190,0.28
6095467,500,136,0.27
6096358,1240,252,0.20
6100309,529,118,0.22
6106918,652,135,0.21
6108336,605,92,0.15
6108344,882,216,0.24
0000001,14,1,0.07
1995810,1763,1058,0.60
1996016,2069,1498,0.72
1996081,60,49,0.82
6022420,357,173,0.48
6022438,1181,737,0.62
6022453,576,424,0.74
6022461,408,314,0.77
6022479,513,267,0.52
6022487,303,114,0.38
0127100,2620,2397,0.91
0129411,180,119,0.66
0129742,3019,1190,0.39
0130955,1251,307,0.25
0131201,189,44,0.23
0131383,136,127,0.93
0131540,19,13,0.68
0131557,13,12,0.92
0131987,2889,912,0.32
0132191,299,62,0.21
0132654,2030,608,0.30
0133231,156,57,0.37
0134585,50,46,0.92
0134619,55,46,0.84
0135145,462,289,0.63
0136531,13,5,0.38
0136648,394,314,0.80
1995786,372,171,0.46
6107494,278,152,0.55
6115679,430,245,0.57
0000001,36,4,0.11
1935808,2541,155,0.06
6020325,512,24,0.05
6020358,711,16,0.02
6020390,415,25,0.06
6020408,384,10,0.03
6020416,614,10,0.02
6115307,1434,54,0.04
0000001,47,4,0.09
0116285,7,6,0.86
1937143,2948,585,0.20
1995752,63,30,0.48
6021992,1034,246,0.24
6022008,675,85,0.13
6022024,468,61,0.13
6022032,431,74,0.17
6022081,1240,153,0.12
6022099,639,38,0.06
6022107,625,58,0.09
6022115,471,122,0.26
6022149,507,68,0.13
6022156,782,162,0.21
6120158,825,222,0.27
1996693,769,547,0.71
0000001,61,30,0.49
1930122,115,91,0.79
1930163,2450,1749,0.71
1934553,2286,1355,0.59
1937697,2151,1729,0.80
1995430,76,50,0.66
6011001,942,413,0.44
6011019,440,314,0.71
6011027,570,391,0.69
6011035,600,406,0.68
6011043,444,313,0.70
6011050,743,508,0.68
6011068,1100,707,0.64
6011076,986,473,0.48
6011084,743,508,0.68
6011092,839,652,0.78
6011100,818,449,0.55
6011118,618,511,0.83
6011126,873,675,0.77
0118760,438,391,0.89
0119016,537,185,0.34
0119636,592,250,0.42
0128728,411,38,0.09
0131128,366,142,0.39
0135988,66,37,0.56
6023808,574,233,0.41
6023816,477,194,0.41
6023824,469,171,0.36
6023832,1003,419,0.42
0132928,363,324,0.89
0109926,389,367,0.94
0133900,224,184,0.82
0135947,309,232,0.75
0135954,615,596,0.97
0117184,292,272,0.93
2030153,47,47,1.00
2030229,163,151,0.93
6077200,339,268,0.79
6023865,191,126,0.66
6023923,204,130,0.64
0129015,26,12,0.46
6024087,400,271,0.68
6024111,289,139,0.48
6101521,180,105,0.58
6113922,3,2,0.67
0113076,490,397,0.81
6023881,509,416,0.82
6023899,271,233,0.86
6023907,469,380,0.81
6023931,504,396,0.79
2030047,23,20,0.87
2032357,1090,744,0.68
0000001,3,1,0.33
0100016,217,116,0.53
0107938,591,582,0.98
0109694,897,814,0.91
0109702,767,726,0.95
0110957,745,678,0.91
0110965,3156,2899,0.92
0113050,730,663,0.91
0116970,758,687,0.91
0118950,57,33,0.58
0123414,21,20,0.95
0123620,164,158,0.96
0129544,253,231,0.91
0131086,46,45,0.98
0134510,74,37,0.50
0135079,753,723,0.96
2035640,106,93,0.88
2035707,2092,1601,0.77
6023949,257,231,0.90
6023964,753,733,0.97
6023972,518,391,0.75
6023980,624,586,0.94
6023998,734,721,0.98
6024004,794,599,0.75
6024012,282,274,0.97
6024020,697,670,0.96
6024046,580,568,0.98
6024053,899,763,0.85
6105951,809,630,0.78
6107122,777,692,0.89
6112312,820,567,0.69
6112973,982,934,0.95
6024095,81,46,0.57
0110395,5,5,1.00
0110403,22,22,1.00
0111443,4,1,0.25
0123315,8,5,0.63
0134486,30,13,0.43
2030161,17,11,0.65
2030203,541,215,0.40
2030211,303,134,0.44
6100820,574,271,0.47
6103824,436,187,0.43
0100180,13,13,1.00
0117010,186,101,0.54
0125021,274,94,0.34
0132936,155,75,0.48
6024079,250,214,0.86
6024103,206,90,0.44
6113948,2,2,1.00
0115527,3,2,0.67
0115550,84,34,0.40
2030013,684,292,0.43
2030039,22,18,0.82
2030070,1,1,1.00
2030104,30,19,0.63
2030237,120,47,0.39
6023915,406,274,0.67
6110019,475,231,0.49
6110076,351,159,0.45
0000001,33,31,0.94
0113183,13,13,1.00
2130037,67,42,0.63
2130102,6,4,0.67
6069504,201,41,0.20
6024137,91,40,0.44
0000001,3,1,0.33
6024160,406,30,0.07
6024194,433,93,0.21
6024202,632,93,0.15
6024244,510,67,0.13
0000001,3,0,0.00
6024319,645,60,0.09
6068308,588,65,0.11
6024327,13,6,0.46
6024335,164,23,0.14
6024343,85,11,0.13
0000001,6,0,0.00
0129148,445,21,0.05
6024350,516,21,0.04
6024376,580,13,0.02
6024392,7,0,0.00
0000001,3,0,0.00
6024418,588,44,0.07
6024442,298,7,0.02
6024459,310,6,0.02
6024467,355,37,0.10
6024475,482,20,0.04
6085187,1050,63,0.06
6024483,43,2,0.05
0000001,34,7,0.21
0124081,726,323,0.44
0125344,3,3,1.00
2130045,48,10,0.21
2132264,67,49,0.73
2132272,1442,539,0.37
2133056,1100,291,0.26
6024491,613,456,0.74
6024509,415,195,0.47
6024517,365,208,0.57
6024525,336,219,0.65
6024558,312,143,0.46
6024574,463,55,0.12
6024582,369,114,0.31
6024590,476,93,0.20
6058614,826,235,0.28
6113229,268,40,0.15
0000001,2,0,0.00
6024616,503,22,0.04
6024632,568,31,0.05
6024657,371,14,0.04
6024673,387,5,0.01
0121517,200,187,0.94
6024756,561,549,0.98
6024764,401,208,0.52
6024772,711,588,0.83
6024780,417,73,0.18
6024814,203,179,0.88
6024830,533,515,0.97
6024863,501,89,0.18
6058622,1203,784,0.65
0000001,2,0,0.00
2133254,72,53,0.74
2133262,1333,844,0.63
2134005,1241,484,0.39
6024889,127,92,0.72
6118491,411,156,0.38
0000001,21,4,0.19
2130078,107,17,0.16
2131340,1203,146,0.12
2132587,1836,159,0.09
2133692,1584,181,0.11
2134419,77,44,0.57
2134310,138,29,0.21
6024921,162,47,0.29
6024947,39,7,0.18
6024954,145,28,0.19
6051627,26,7,0.27
0000001,11,0,0.00
0124578,320,32,0.10
6024277,257,37,0.14
6024285,808,90,0.11
6024681,320,29,0.09
6024731,378,20,0.05
0135350,127,36,0.28
6105308,49,38,0.78
0000001,3,2,0.67
0125823,130,59,0.45
0132258,60,58,0.97
2230035,13,11,0.85
2230068,26,18,0.69
2230076,11,9,0.82
2230084,3,3,1.00
2235356,476,255,0.54
6025001,79,38,0.48
6025035,417,283,0.68
6025050,393,196,0.50
6025068,29,8,0.28
6103477,176,119,0.68
0110023,8,7,0.88
2330124,10,10,1.00
2330447,57,49,0.86
0000001,1,1,1.00
2330058,14,12,0.86
2330900,209,165,0.79
6025084,264,215,0.81
6025092,232,194,0.84
6116669,78,54,0.69
0123737,114,81,0.71
2330215,15,14,0.93
2330355,22,20,0.91
2331361,535,326,0.61
6025100,381,298,0.78
6025126,444,348,0.78
6061667,406,287,0.71
6119184,3,3,1.00
6025134,40,19,0.48
2330090,11,5,0.45
2330306,3,2,0.67
2333185,180,59,0.33
6025142,13,7,0.54
6025167,293,140,0.48
6116149,9,6,0.67
2333649,142,88,0.62
2330033,22,22,1.00
2330272,43,41,0.95
2334563,89,89,1.00
6025175,305,303,0.99
0000000,1,0,0.00
0000001,4,1,0.25
0101147,445,327,0.73
0115055,241,125,0.52
0128280,111,57,0.51
2330413,140,65,0.46
2330454,155,123,0.79
2334704,130,110,0.85
2335024,1616,1046,0.65
6025183,489,366,0.75
6025191,482,349,0.72
6025217,416,380,0.91
6025225,473,429,0.91
6025233,819,639,0.78
6025274,491,377,0.77
6114581,509,344,0.68
6117386,91,53,0.58
0112300,81,56,0.69
0125658,142,97,0.68
2330066,54,43,0.80
2330363,132,92,0.70
2335487,438,305,0.70
6025282,303,227,0.75
6025290,370,274,0.74
6104590,61,35,0.57
6108369,314,250,0.80
0107250,33,25,0.76
2330041,62,37,0.60
6025241,160,106,0.66
2332260,108,66,0.61
6025308,256,197,0.77
6107866,11,1,0.09
2330207,14,8,0.57
2332724,18,11,0.61
6025118,59,39,0.66
6111074,36,17,0.47
0000001,8,8,1.00
0106518,124,82,0.66
2430056,41,41,1.00
2430148,256,211,0.82
2430163,101,90,0.89
2430171,72,66,0.92
6068498,63,59,0.94
6069199,668,617,0.92
0101402,8,8,1.00
0126771,185,178,0.96
6025316,425,401,0.94
6025324,656,645,0.98
6025332,543,433,0.80
6025340,577,511,0.89
6025357,925,737,0.80
6025365,564,496,0.88
6025373,617,446,0.72
6113161,573,364,0.64
6025381,261,166,0.64
6025399,106,66,0.62
6025456,166,145,0.87
2430080,29,25,0.86
2430106,10,5,0.50
2432409,673,363,0.54
6025464,989,542,0.55
6025472,119,111,0.93
6109458,567,335,0.59
6025498,382,308,0.81
2430064,32,26,0.81
2433001,469,360,0.77
6025506,489,445,0.91
6025514,835,674,0.81
6025522,632,491,0.78
6109649,563,454,0.81
0102624,873,745,0.85
0119073,109,66,0.61
0120923,1709,895,0.52
0127597,783,641,0.82
0133413,809,524,0.65
2431492,96,65,0.68
2434207,1385,662,0.48
6025530,402,214,0.53
6025548,929,795,0.86
6025555,861,708,0.82
6025563,925,836,0.90
6025571,403,205,0.51
6058689,878,436,0.50
6116156,701,536,0.76
6025589,837,333,0.40
0000001,5,3,0.60
0112615,588,500,0.85
0131664,678,528,0.78
6025597,564,422,0.75
6025605,534,485,0.91
6025613,763,428,0.56
6025621,630,520,0.83
6025647,578,499,0.86
6025654,570,512,0.90
6025662,622,579,0.93
6025670,647,459,0.71
6025688,588,547,0.93
6025696,609,484,0.79
6025704,548,504,0.92
6105647,676,374,0.55
6105852,602,567,0.94
6107908,699,667,0.95
6112288,561,307,0.55
6115729,605,590,0.98
6118889,10,7,0.70
0000001,1,1,1.00
0107672,101,97,0.96
0127373,1664,1160,0.70
2430049,47,34,0.72
2430098,1792,1473,0.82
2430205,1855,1311,0.71
2430601,1826,1484,0.81
2433605,1215,1044,0.86
2435204,1729,1334,0.77
2439602,312,296,0.95
6025779,120,55,0.46
6025787,550,512,0.93
6120448,255,233,0.91
6025795,82,60,0.73
0114074,885,822,0.93
6025811,885,760,0.86
6111991,1046,861,0.82
0111294,461,434,0.94
6025829,448,428,0.96
6025837,381,366,0.96
6109425,651,581,0.89
2430031,22,16,0.73
2431807,595,417,0.70
6025720,557,466,0.84
6025746,255,228,0.89
6103766,432,349,0.81
