,Mean Scale Score,County Name,School Code,District Code,Zip Code,District Name,Total_Students,Per_Student_Spending,Median,Mean,Pop,YearsTeaching,Enrolled,Utilized,Percent_Eligible,Percent_Utilized,Sanctuary
747,2569.15,Los Angeles,122366,64733,90063,Los Angeles Unified,489198.82,13452.05,40215.0,50109.00,55758.0,15.5618234804,346,324,0.94,0.936416184971,1.0
748,2585.25,Los Angeles,122374,64733,90063,Los Angeles Unified,489198.82,13452.05,40215.0,50109.00,55758.0,15.5618234804,392,367,0.94,0.936224489796,1.0
749,2549.25,Los Angeles,122382,64733,90063,Los Angeles Unified,489198.82,13452.05,40215.0,50109.00,55758.0,15.5618234804,397,377,0.95,0.949622166247,1.0
750,2446.525,Los Angeles,1937085,64733,90063,Los Angeles Unified,489198.82,13452.05,40215.0,50109.00,55758.0,15.5618234804,49,46,0.94,0.938775510204,1.0
751,2472.38,Los Angeles,1996115,64733,90063,Los Angeles Unified,489198.82,13452.05,40215.0,50109.00,55758.0,15.5618234804,1711,1276,0.75,0.745762711864,1.0
752,2400.73333333,Los Angeles,6016018,64733,90063,Los Angeles Unified,489198.82,13452.05,40215.0,50109.00,55758.0,15.5618234804,741,707,0.95,0.954116059379,1.0
753,2439.83333333,Los Angeles,6016505,64733,90063,Los Angeles Unified,489198.82,13452.05,40215.0,50109.00,55758.0,15.5618234804,452,336,0.74,0.743362831858,1.0
754,2422.775,Los Angeles,6017446,64733,90063,Los Angeles Unified,489198.82,13452.05,40215.0,50109.00,55758.0,15.5618234804,705,662,0.94,0.939007092199,1.0
755,2420.525,Los Angeles,6017487,64733,90063,Los Angeles Unified,489198.82,13452.05,40215.0,50109.00,55758.0,15.5618234804,466,437,0.94,0.937768240343,1.0
756,2434.8375,Los Angeles,6018014,64733,90063,Los Angeles Unified,489198.82,13452.05,40215.0,50109.00,55758.0,15.5618234804,635,597,0.94,0.940157480315,1.0
757,2465.65,Los Angeles,6018055,64733,90063,Los Angeles Unified,489198.82,13452.05,40215.0,50109.00,55758.0,15.5618234804,366,336,0.92,0.918032786885,1.0
758,2476.81666667,Los Angeles,6057889,64733,90063,Los Angeles Unified,489198.82,13452.05,40215.0,50109.00,55758.0,15.5618234804,1022,987,0.97,0.965753424658,1.0
759,2426.375,Los Angeles,6071443,64733,90063,Los Angeles Unified,489198.82,13452.05,40215.0,50109.00,55758.0,15.5618234804,298,278,0.93,0.93288590604,1.0
760,2443.9,Los Angeles,117036,64733,91307,Los Angeles Unified,489198.82,13452.05,90523.0,115407.00,24474.0,15.5618234804,256,183,0.71,0.71484375,1.0
761,2457.68333333,Los Angeles,6017438,64733,91307,Los Angeles Unified,489198.82,13452.05,90523.0,115407.00,24474.0,15.5618234804,319,171,0.54,0.53605015674,1.0
762,2517.2,Los Angeles,6017529,64733,91307,Los Angeles Unified,489198.82,13452.05,90523.0,115407.00,24474.0,15.5618234804,417,101,0.24,0.242206235012,1.0
763,2557.55,Los Angeles,6019855,64733,91307,Los Angeles Unified,489198.82,13452.05,90523.0,115407.00,24474.0,15.5618234804,816,130,0.16,0.15931372549,1.0
764,2554.45,Los Angeles,6018618,64733,90064,Los Angeles Unified,489198.82,13452.05,86533.0,124290.00,25403.0,15.5618234804,497,47,0.09,0.0945674044266,1.0
765,2455.9125,Los Angeles,6018873,64733,90064,Los Angeles Unified,489198.82,13452.05,86533.0,124290.00,25403.0,15.5618234804,286,146,0.51,0.51048951049,1.0
766,2465.81666667,Los Angeles,6058358,64733,90064,Los Angeles Unified,489198.82,13452.05,86533.0,124290.00,25403.0,15.5618234804,462,408,0.88,0.883116883117,1.0
767,2455.05,Los Angeles,1930940,64733,91335,Los Angeles Unified,489198.82,13452.05,54149.0,65665.00,74363.0,15.5618234804,99,98,0.99,0.989898989899,1.0
768,2610.8,Los Angeles,1931864,64733,91335,Los Angeles Unified,489198.82,13452.05,54149.0,65665.00,74363.0,15.5618234804,3158,2098,0.66,0.664344521849,1.0
769,2556.31666667,Los Angeles,1933233,64733,91335,Los Angeles Unified,489198.82,13452.05,54149.0,65665.00,74363.0,15.5618234804,2085,1194,0.57,0.572661870504,1.0
770,2583.0,Los Angeles,1937226,64733,91335,Los Angeles Unified,489198.82,13452.05,54149.0,65665.00,74363.0,15.5618234804,1522,1280,0.84,0.84099868594,1.0
771,2443.5,Los Angeles,6016026,64733,91335,Los Angeles Unified,489198.82,13452.05,54149.0,65665.00,74363.0,15.5618234804,407,350,0.86,0.859950859951,1.0
772,2394.65,Los Angeles,6016034,64733,91335,Los Angeles Unified,489198.82,13452.05,54149.0,65665.00,74363.0,15.5618234804,460,410,0.89,0.891304347826,1.0
773,2438.25,Los Angeles,6016307,64733,91335,Los Angeles Unified,489198.82,13452.05,54149.0,65665.00,74363.0,15.5618234804,477,420,0.88,0.880503144654,1.0
774,2448.53333333,Los Angeles,6017206,64733,91335,Los Angeles Unified,489198.82,13452.05,54149.0,65665.00,74363.0,15.5618234804,394,351,0.89,0.890862944162,1.0
775,2451.2,Los Angeles,6018121,64733,91335,Los Angeles Unified,489198.82,13452.05,54149.0,65665.00,74363.0,15.5618234804,376,350,0.93,0.93085106383,1.0
776,2457.33333333,Los Angeles,6018311,64733,91335,Los Angeles Unified,489198.82,13452.05,54149.0,65665.00,74363.0,15.5618234804,379,326,0.86,0.860158311346,1.0
777,2439.76666667,Los Angeles,6018857,64733,91335,Los Angeles Unified,489198.82,13452.05,54149.0,65665.00,74363.0,15.5618234804,390,349,0.89,0.894871794872,1.0
778,2456.58333333,Los Angeles,6019194,64733,91335,Los Angeles Unified,489198.82,13452.05,54149.0,65665.00,74363.0,15.5618234804,460,375,0.82,0.815217391304,1.0
779,2438.35,Los Angeles,6019707,64733,91335,Los Angeles Unified,489198.82,13452.05,54149.0,65665.00,74363.0,15.5618234804,416,344,0.83,0.826923076923,1.0
780,2506.0,Los Angeles,1931336,64733,90034,Los Angeles Unified,489198.82,13452.05,59406.0,75451.00,57964.0,15.5618234804,59,40,0.68,0.677966101695,1.0
781,2584.85,Los Angeles,1933852,64733,90034,Los Angeles Unified,489198.82,13452.05,59406.0,75451.00,57964.0,15.5618234804,2637,1782,0.68,0.675767918089,1.0
782,2502.73333333,Los Angeles,6016398,64733,90034,Los Angeles Unified,489198.82,13452.05,59406.0,75451.00,57964.0,15.5618234804,557,196,0.35,0.351885098743,1.0
783,2457.225,Los Angeles,6016448,64733,90034,Los Angeles Unified,489198.82,13452.05,59406.0,75451.00,57964.0,15.5618234804,304,245,0.81,0.805921052632,1.0
784,2546.51666667,Los Angeles,6016521,64733,90034,Los Angeles Unified,489198.82,13452.05,59406.0,75451.00,57964.0,15.5618234804,604,171,0.28,0.283112582781,1.0
785,2434.36666667,Los Angeles,6018659,64733,90034,Los Angeles Unified,489198.82,13452.05,59406.0,75451.00,57964.0,15.5618234804,325,249,0.77,0.766153846154,1.0
786,2428.13333333,Los Angeles,6019160,64733,90034,Los Angeles Unified,489198.82,13452.05,59406.0,75451.00,57964.0,15.5618234804,442,408,0.92,0.923076923077,1.0
787,2569.65,Los Angeles,6058226,64733,90034,Los Angeles Unified,489198.82,13452.05,59406.0,75451.00,57964.0,15.5618234804,1353,844,0.62,0.623798965262,1.0
788,2540.95,Los Angeles,117747,64733,90005,Los Angeles Unified,489198.82,13452.05,36058.0,48203.00,37681.0,15.5618234804,430,398,0.93,0.925581395349,1.0
789,2559.25,Los Angeles,117762,64733,90005,Los Angeles Unified,489198.82,13452.05,36058.0,48203.00,37681.0,15.5618234804,421,398,0.95,0.945368171021,1.0
790,2490.53571429,Los Angeles,119693,64733,90005,Los Angeles Unified,489198.82,13452.05,36058.0,48203.00,37681.0,15.5618234804,1004,914,0.91,0.910358565737,1.0
791,2469.98333333,Los Angeles,119735,64733,90005,Los Angeles Unified,489198.82,13452.05,36058.0,48203.00,37681.0,15.5618234804,906,877,0.97,0.967991169978,1.0
792,2485.25,Los Angeles,121095,64733,90005,Los Angeles Unified,489198.82,13452.05,36058.0,48203.00,37681.0,15.5618234804,617,566,0.92,0.91734197731,1.0
793,2426.78333333,Los Angeles,121103,64733,90005,Los Angeles Unified,489198.82,13452.05,36058.0,48203.00,37681.0,15.5618234804,362,347,0.96,0.958563535912,1.0
794,2471.33333333,Los Angeles,6017636,64733,90005,Los Angeles Unified,489198.82,13452.05,36058.0,48203.00,37681.0,15.5618234804,743,681,0.92,0.916554508748,1.0
795,2443.75,Los Angeles,6019988,64733,90005,Los Angeles Unified,489198.82,13452.05,36058.0,48203.00,37681.0,15.5618234804,570,489,0.86,0.857894736842,1.0
796,2554.38333333,Los Angeles,6061410,64733,90005,Los Angeles Unified,489198.82,13452.05,36058.0,48203.00,37681.0,15.5618234804,1790,1425,0.8,0.796089385475,1.0
797,2449.95,Los Angeles,1930387,64733,90021,Los Angeles Unified,489198.82,13452.05,21084.0,31557.00,3951.0,15.5618234804,503,456,0.91,0.906560636183,1.0
798,2526.0,Los Angeles,1931468,64733,90021,Los Angeles Unified,489198.82,13452.05,21084.0,31557.00,3951.0,15.5618234804,84,80,0.95,0.952380952381,1.0
799,2456.45,Los Angeles,1996073,64733,90021,Los Angeles Unified,489198.82,13452.05,21084.0,31557.00,3951.0,15.5618234804,263,234,0.89,0.889733840304,1.0
800,2426.38333333,Los Angeles,6104814,64733,90021,Los Angeles Unified,489198.82,13452.05,21084.0,31557.00,3951.0,15.5618234804,340,330,0.97,0.970588235294,1.0
801,2564.15,Los Angeles,126474,64733,90022,Los Angeles Unified,489198.82,13452.05,37937.0,46679.00,67179.0,15.5618234804,266,253,0.95,0.951127819549,1.0
802,2471.25,Los Angeles,1931989,64733,90022,Los Angeles Unified,489198.82,13452.05,37937.0,46679.00,67179.0,15.5618234804,62,61,0.98,0.983870967742,1.0
803,2595.15,Los Angeles,1933381,64733,90022,Los Angeles Unified,489198.82,13452.05,37937.0,46679.00,67179.0,15.5618234804,2531,2343,0.93,0.92572105887,1.0
804,2517.7,Los Angeles,6016141,64733,90022,Los Angeles Unified,489198.82,13452.05,37937.0,46679.00,67179.0,15.5618234804,586,547,0.93,0.933447098976,1.0
805,2420.66666667,Los Angeles,6017131,64733,90022,Los Angeles Unified,489198.82,13452.05,37937.0,46679.00,67179.0,15.5618234804,1068,983,0.92,0.920411985019,1.0
806,2432.23333333,Los Angeles,6017164,64733,90022,Los Angeles Unified,489198.82,13452.05,37937.0,46679.00,67179.0,15.5618234804,517,471,0.91,0.911025145068,1.0
807,2427.93333333,Los Angeles,6017651,64733,90022,Los Angeles Unified,489198.82,13452.05,37937.0,46679.00,67179.0,15.5618234804,624,585,0.94,0.9375,1.0
808,2424.8125,Los Angeles,6018881,64733,90022,Los Angeles Unified,489198.82,13452.05,37937.0,46679.00,67179.0,15.5618234804,375,345,0.92,0.92,1.0
809,2494.76666667,Los Angeles,6058036,64733,90022,Los Angeles Unified,489198.82,13452.05,37937.0,46679.00,67179.0,15.5618234804,1459,1390,0.95,0.95270733379,1.0
810,2417.25,Los Angeles,1930486,64733,90248,Los Angeles Unified,489198.82,13452.05,54554.0,69089.00,9947.0,15.5618234804,49,41,0.84,0.836734693878,1.0
811,2518.3,Los Angeles,1933241,64733,90248,Los Angeles Unified,489198.82,13452.05,54554.0,69089.00,9947.0,15.5618234804,1431,1220,0.85,0.852550663871,1.0
812,2456.61666667,Los Angeles,6018477,64733,90248,Los Angeles Unified,489198.82,13452.05,54554.0,69089.00,9947.0,15.5618234804,818,661,0.81,0.808068459658,1.0
813,2411.325,Los Angeles,126425,64733,90044,Los Angeles Unified,489198.82,13452.05,30862.0,41773.00,89779.0,15.5618234804,624,585,0.94,0.9375,1.0
814,2510.2,Los Angeles,126482,64733,90044,Los Angeles Unified,489198.82,13452.05,30862.0,41773.00,89779.0,15.5618234804,531,462,0.87,0.870056497175,1.0
815,2510.95,Los Angeles,126490,64733,90044,Los Angeles Unified,489198.82,13452.05,30862.0,41773.00,89779.0,15.5618234804,447,414,0.93,0.926174496644,1.0
816,2486.7,Los Angeles,126508,64733,90044,Los Angeles Unified,489198.82,13452.05,30862.0,41773.00,89779.0,15.5618234804,377,340,0.9,0.901856763926,1.0
817,2438.15,Los Angeles,1995794,64733,90044,Los Angeles Unified,489198.82,13452.05,30862.0,41773.00,89779.0,15.5618234804,290,282,0.97,0.972413793103,1.0
818,2407.05,Los Angeles,6016174,64733,90044,Los Angeles Unified,489198.82,13452.05,30862.0,41773.00,89779.0,15.5618234804,871,830,0.95,0.952927669346,1.0
819,2395.98333333,Los Angeles,6017073,64733,90044,Los Angeles Unified,489198.82,13452.05,30862.0,41773.00,89779.0,15.5618234804,477,460,0.96,0.964360587002,1.0
820,2429.0625,Los Angeles,6018022,64733,90044,Los Angeles Unified,489198.82,13452.05,30862.0,41773.00,89779.0,15.5618234804,770,754,0.98,0.979220779221,1.0
821,2399.88333333,Los Angeles,6018337,64733,90044,Los Angeles Unified,489198.82,13452.05,30862.0,41773.00,89779.0,15.5618234804,973,938,0.96,0.964028776978,1.0
822,2391.13333333,Los Angeles,6018840,64733,90044,Los Angeles Unified,489198.82,13452.05,30862.0,41773.00,89779.0,15.5618234804,559,523,0.94,0.935599284436,1.0
823,2414.8625,Los Angeles,6019244,64733,90044,Los Angeles Unified,489198.82,13452.05,30862.0,41773.00,89779.0,15.5618234804,806,769,0.95,0.954094292804,1.0
824,2368.65,Los Angeles,6019863,64733,90044,Los Angeles Unified,489198.82,13452.05,30862.0,41773.00,89779.0,15.5618234804,713,645,0.9,0.904628330996,1.0
825,2392.73333333,Los Angeles,6020028,64733,90044,Los Angeles Unified,489198.82,13452.05,30862.0,41773.00,89779.0,15.5618234804,818,779,0.95,0.952322738386,1.0
826,2415.31666667,Los Angeles,6058044,64733,90044,Los Angeles Unified,489198.82,13452.05,30862.0,41773.00,89779.0,15.5618234804,525,498,0.95,0.948571428571,1.0
827,2446.15,Los Angeles,6058176,64733,90044,Los Angeles Unified,489198.82,13452.05,30862.0,41773.00,89779.0,15.5618234804,808,763,0.94,0.944306930693,1.0
828,2383.6875,Los Angeles,6066278,64733,90044,Los Angeles Unified,489198.82,13452.05,30862.0,41773.00,89779.0,15.5618234804,755,735,0.97,0.973509933775,1.0
829,2583.35,Los Angeles,119727,64733,90012,Los Angeles Unified,489198.82,13452.05,39775.0,45188.00,27522.0,15.5618234804,1280,952,0.74,0.74375,1.0
830,2689.5,Los Angeles,1932888,64733,90012,Los Angeles Unified,489198.82,13452.05,39775.0,45188.00,27522.0,15.5618234804,1035,847,0.82,0.818357487923,1.0
831,2404.8,Los Angeles,6015812,64733,90012,Los Angeles Unified,489198.82,13452.05,39775.0,45188.00,27522.0,15.5618234804,99,97,0.98,0.979797979798,1.0
832,2476.85,Los Angeles,6016380,64733,90012,Los Angeles Unified,489198.82,13452.05,39775.0,45188.00,27522.0,15.5618234804,673,409,0.61,0.607726597325,1.0
833,2521.05,Los Angeles,6019277,64733,90012,Los Angeles Unified,489198.82,13452.05,39775.0,45188.00,27522.0,15.5618234804,241,156,0.65,0.647302904564,1.0
834,2571.9,Los Angeles,119966,64733,90033,Los Angeles Unified,489198.82,13452.05,29978.0,39600.00,48852.0,15.5618234804,1088,1027,0.94,0.943933823529,1.0
835,2631.9,Los Angeles,122333,64733,90033,Los Angeles Unified,489198.82,13452.05,29978.0,39600.00,48852.0,15.5618234804,534,499,0.93,0.934456928839,1.0
836,2567.75,Los Angeles,129536,64733,90033,Los Angeles Unified,489198.82,13452.05,29978.0,39600.00,48852.0,15.5618234804,228,209,0.92,0.916666666667,1.0
837,2458.8,Los Angeles,1932821,64733,90033,Los Angeles Unified,489198.82,13452.05,29978.0,39600.00,48852.0,15.5618234804,47,44,0.94,0.936170212766,1.0
838,2528.5,Los Angeles,1937424,64733,90033,Los Angeles Unified,489198.82,13452.05,29978.0,39600.00,48852.0,15.5618234804,1267,1209,0.95,0.954222573007,1.0
839,2673.2,Los Angeles,1995448,64733,90033,Los Angeles Unified,489198.82,13452.05,29978.0,39600.00,48852.0,15.5618234804,1861,1655,0.89,0.889306824288,1.0
840,2437.1375,Los Angeles,6016075,64733,90033,Los Angeles Unified,489198.82,13452.05,29978.0,39600.00,48852.0,15.5618234804,385,363,0.94,0.942857142857,1.0
841,2395.05,Los Angeles,6016091,64733,90033,Los Angeles Unified,489198.82,13452.05,29978.0,39600.00,48852.0,15.5618234804,192,187,0.97,0.973958333333,1.0
842,2421.9875,Los Angeles,6016976,64733,90033,Los Angeles Unified,489198.82,13452.05,29978.0,39600.00,48852.0,15.5618234804,773,749,0.97,0.968952134541,1.0
843,2406.7875,Los Angeles,6017099,64733,90033,Los Angeles Unified,489198.82,13452.05,29978.0,39600.00,48852.0,15.5618234804,574,544,0.95,0.947735191638,1.0
844,2407.1875,Los Angeles,6018261,64733,90033,Los Angeles Unified,489198.82,13452.05,29978.0,39600.00,48852.0,15.5618234804,462,448,0.97,0.969696969697,1.0
845,2423.8125,Los Angeles,6019095,64733,90033,Los Angeles Unified,489198.82,13452.05,29978.0,39600.00,48852.0,15.5618234804,369,334,0.91,0.905149051491,1.0
846,2400.65,Los Angeles,6019178,64733,90033,Los Angeles Unified,489198.82,13452.05,29978.0,39600.00,48852.0,15.5618234804,824,788,0.96,0.956310679612,1.0
847,2460.625,Los Angeles,6019632,64733,90033,Los Angeles Unified,489198.82,13452.05,29978.0,39600.00,48852.0,15.5618234804,445,411,0.92,0.923595505618,1.0
848,2436.4,Los Angeles,120808,64733,90002,Los Angeles Unified,489198.82,13452.05,35020.0,42888.00,51223.0,15.5618234804,51,51,1.0,1.0,1.0
849,2417.0625,Los Angeles,122176,64733,90002,Los Angeles Unified,489198.82,13452.05,35020.0,42888.00,51223.0,15.5618234804,750,717,0.96,0.956,1.0
850,2443.2,Los Angeles,1930692,64733,90002,Los Angeles Unified,489198.82,13452.05,35020.0,42888.00,51223.0,15.5618234804,66,65,0.98,0.984848484848,1.0
851,2524.85,Los Angeles,1934454,64733,90002,Los Angeles Unified,489198.82,13452.05,35020.0,42888.00,51223.0,15.5618234804,518,500,0.97,0.965250965251,1.0
852,2398.21666667,Los Angeles,6016612,64733,90002,Los Angeles Unified,489198.82,13452.05,35020.0,42888.00,51223.0,15.5618234804,365,351,0.96,0.961643835616,1.0
853,2441.05,Los Angeles,6018345,64733,90002,Los Angeles Unified,489198.82,13452.05,35020.0,42888.00,51223.0,15.5618234804,571,547,0.96,0.957968476357,1.0
854,2433.5375,Los Angeles,6018352,64733,90002,Los Angeles Unified,489198.82,13452.05,35020.0,42888.00,51223.0,15.5618234804,899,855,0.95,0.9510567297,1.0
855,2439.0875,Los Angeles,6018378,64733,90002,Los Angeles Unified,489198.82,13452.05,35020.0,42888.00,51223.0,15.5618234804,733,708,0.97,0.965893587995,1.0
856,2393.55,Los Angeles,6018527,64733,90002,Los Angeles Unified,489198.82,13452.05,35020.0,42888.00,51223.0,15.5618234804,547,530,0.97,0.968921389397,1.0
857,2379.95,Los Angeles,6019848,64733,90002,Los Angeles Unified,489198.82,13452.05,35020.0,42888.00,51223.0,15.5618234804,484,475,0.98,0.981404958678,1.0
858,2424.63333333,Los Angeles,6061527,64733,90002,Los Angeles Unified,489198.82,13452.05,35020.0,42888.00,51223.0,15.5618234804,736,718,0.98,0.975543478261,1.0
859,2467.5,Los Angeles,1931450,64733,91401,Los Angeles Unified,489198.82,13452.05,49559.0,64862.00,39285.0,15.5618234804,106,105,0.99,0.990566037736,1.0
860,2535.45,Los Angeles,1933795,64733,91401,Los Angeles Unified,489198.82,13452.05,49559.0,64862.00,39285.0,15.5618234804,1888,1591,0.84,0.842690677966,1.0
861,2482.53333333,Los Angeles,6016422,64733,91401,Los Angeles Unified,489198.82,13452.05,49559.0,64862.00,39285.0,15.5618234804,513,271,0.53,0.528265107212,1.0
862,2439.01666667,Los Angeles,6016943,64733,91401,Los Angeles Unified,489198.82,13452.05,49559.0,64862.00,39285.0,15.5618234804,694,608,0.88,0.876080691643,1.0
863,2427.48333333,Los Angeles,6017735,64733,91401,Los Angeles Unified,489198.82,13452.05,49559.0,64862.00,39285.0,15.5618234804,826,753,0.91,0.911622276029,1.0
864,2387.86666667,Los Angeles,6019699,64733,91401,Los Angeles Unified,489198.82,13452.05,49559.0,64862.00,39285.0,15.5618234804,634,588,0.93,0.927444794953,1.0
865,2430.7125,Los Angeles,122168,64733,90201,Los Angeles Unified,489198.82,13452.05,39618.0,47134.00,101279.0,15.5618234804,568,533,0.94,0.93838028169,1.0
866,2491.83333333,Los Angeles,122390,64733,90201,Los Angeles Unified,489198.82,13452.05,39618.0,47134.00,101279.0,15.5618234804,471,443,0.94,0.940552016985,1.0
867,2495.41666667,Los Angeles,122408,64733,90201,Los Angeles Unified,489198.82,13452.05,39618.0,47134.00,101279.0,15.5618234804,390,376,0.96,0.964102564103,1.0
868,2562.0,Los Angeles,1930866,64733,90201,Los Angeles Unified,489198.82,13452.05,39618.0,47134.00,101279.0,15.5618234804,2609,2451,0.94,0.93944039862,1.0
869,2429.38333333,Los Angeles,6016620,64733,90201,Los Angeles Unified,489198.82,13452.05,39618.0,47134.00,101279.0,15.5618234804,793,741,0.93,0.934426229508,1.0
870,2451.97142857,Los Angeles,6016885,64733,90201,Los Angeles Unified,489198.82,13452.05,39618.0,47134.00,101279.0,15.5618234804,1797,1681,0.94,0.935447968837,1.0
871,2435.875,Los Angeles,6018667,64733,90201,Los Angeles Unified,489198.82,13452.05,39618.0,47134.00,101279.0,15.5618234804,494,466,0.94,0.943319838057,1.0
872,2409.56666667,Los Angeles,6020051,64733,90201,Los Angeles Unified,489198.82,13452.05,39618.0,47134.00,101279.0,15.5618234804,735,651,0.89,0.885714285714,1.0
873,2439.35,Los Angeles,6107411,64733,90201,Los Angeles Unified,489198.82,13452.05,39618.0,47134.00,101279.0,15.5618234804,783,739,0.94,0.94380587484,1.0
874,2451.1125,Los Angeles,6110274,64733,90201,Los Angeles Unified,489198.82,13452.05,39618.0,47134.00,101279.0,15.5618234804,995,924,0.93,0.92864321608,1.0
875,2450.24166667,Los Angeles,6118186,64733,90201,Los Angeles Unified,489198.82,13452.05,39618.0,47134.00,101279.0,15.5618234804,1303,1210,0.93,0.928626247122,1.0
876,2414.38333333,Los Angeles,122192,64733,91605,Los Angeles Unified,489198.82,13452.05,46087.0,56869.00,56343.0,15.5618234804,452,428,0.95,0.946902654867,1.0
877,2421.5,Los Angeles,6015879,64733,91605,Los Angeles Unified,489198.82,13452.05,46087.0,56869.00,56343.0,15.5618234804,462,426,0.92,0.922077922078,1.0
878,2411.91666667,Los Angeles,6016273,64733,91605,Los Angeles Unified,489198.82,13452.05,46087.0,56869.00,56343.0,15.5618234804,605,556,0.92,0.919008264463,1.0
879,2435.28333333,Los Angeles,6016554,64733,91605,Los Angeles Unified,489198.82,13452.05,46087.0,56869.00,56343.0,15.5618234804,793,737,0.93,0.929382093317,1.0
880,2419.26666667,Los Angeles,6019087,64733,91605,Los Angeles Unified,489198.82,13452.05,46087.0,56869.00,56343.0,15.5618234804,566,485,0.86,0.856890459364,1.0
881,2417.95,Los Angeles,6019368,64733,91605,Los Angeles Unified,489198.82,13452.05,46087.0,56869.00,56343.0,15.5618234804,607,538,0.89,0.886326194399,1.0
882,2500.73333333,Los Angeles,6061519,64733,91605,Los Angeles Unified,489198.82,13452.05,46087.0,56869.00,56343.0,15.5618234804,1760,1625,0.92,0.923295454545,1.0
883,2436.08333333,Los Angeles,122200,64733,91340,Los Angeles Unified,489198.82,13452.05,38768.0,42932.00,27044.0,15.5618234804,428,380,0.89,0.88785046729,1.0
884,2527.2,Los Angeles,124370,64733,91340,Los Angeles Unified,489198.82,13452.05,38768.0,42932.00,27044.0,15.5618234804,472,354,0.75,0.75,1.0
885,2579.4,Los Angeles,124388,64733,91340,Los Angeles Unified,489198.82,13452.05,38768.0,42932.00,27044.0,15.5618234804,534,479,0.9,0.897003745318,1.0
886,2593.1,Los Angeles,124396,64733,91340,Los Angeles Unified,489198.82,13452.05,38768.0,42932.00,27044.0,15.5618234804,458,381,0.83,0.831877729258,1.0
887,2525.0,Los Angeles,124404,64733,91340,Los Angeles Unified,489198.82,13452.05,38768.0,42932.00,27044.0,15.5618234804,383,330,0.86,0.861618798956,1.0
888,2487.5,Los Angeles,125971,64733,91340,Los Angeles Unified,489198.82,13452.05,38768.0,42932.00,27044.0,15.5618234804,410,382,0.93,0.931707317073,1.0
889,2433.55,Los Angeles,1931484,64733,91340,Los Angeles Unified,489198.82,13452.05,38768.0,42932.00,27044.0,15.5618234804,65,64,0.98,0.984615384615,1.0
890,2571.9,Los Angeles,1937622,64733,91340,Los Angeles Unified,489198.82,13452.05,38768.0,42932.00,27044.0,15.5618234804,2053,1875,0.91,0.913297613249,1.0
891,2416.7,Los Angeles,6017388,64733,91340,Los Angeles Unified,489198.82,13452.05,38768.0,42932.00,27044.0,15.5618234804,559,474,0.85,0.847942754919,1.0
892,2440.36666667,Los Angeles,6018220,64733,91340,Los Angeles Unified,489198.82,13452.05,38768.0,42932.00,27044.0,15.5618234804,599,525,0.88,0.876460767947,1.0
893,2452.13333333,Los Angeles,6018444,64733,91340,Los Angeles Unified,489198.82,13452.05,38768.0,42932.00,27044.0,15.5618234804,526,475,0.9,0.903041825095,1.0
894,2425.25,Los Angeles,6019012,64733,91340,Los Angeles Unified,489198.82,13452.05,38768.0,42932.00,27044.0,15.5618234804,630,568,0.9,0.901587301587,1.0
895,2486.35,Los Angeles,6058283,64733,91340,Los Angeles Unified,489198.82,13452.05,38768.0,42932.00,27044.0,15.5618234804,747,705,0.94,0.943775100402,1.0
896,2569.65,Los Angeles,124362,64733,91344,Los Angeles Unified,489198.82,13452.05,78168.0,95319.00,51743.0,15.5618234804,1151,742,0.64,0.644656820156,1.0
897,2497.8,Los Angeles,1932334,64733,91344,Los Angeles Unified,489198.82,13452.05,78168.0,95319.00,51743.0,15.5618234804,113,86,0.76,0.761061946903,1.0
898,2578.4,Los Angeles,1939941,64733,91344,Los Angeles Unified,489198.82,13452.05,78168.0,95319.00,51743.0,15.5618234804,2214,1733,0.78,0.782746160795,1.0
899,2449.46666667,Los Angeles,6016695,64733,91344,Los Angeles Unified,489198.82,13452.05,78168.0,95319.00,51743.0,15.5618234804,405,288,0.71,0.711111111111,1.0
900,2502.06666667,Los Angeles,6016869,64733,91344,Los Angeles Unified,489198.82,13452.05,78168.0,95319.00,51743.0,15.5618234804,460,136,0.3,0.295652173913,1.0
901,2426.16666667,Los Angeles,6017339,64733,91344,Los Angeles Unified,489198.82,13452.05,78168.0,95319.00,51743.0,15.5618234804,426,290,0.68,0.680751173709,1.0
902,2464.43333333,Los Angeles,6017503,64733,91344,Los Angeles Unified,489198.82,13452.05,78168.0,95319.00,51743.0,15.5618234804,592,437,0.74,0.738175675676,1.0
903,2469.35,Los Angeles,6017743,64733,91344,Los Angeles Unified,489198.82,13452.05,78168.0,95319.00,51743.0,15.5618234804,429,294,0.69,0.685314685315,1.0
904,2461.26666667,Los Angeles,6019566,64733,91344,Los Angeles Unified,489198.82,13452.05,78168.0,95319.00,51743.0,15.5618234804,490,342,0.7,0.697959183673,1.0
905,2503.48333333,Los Angeles,6019673,64733,91344,Los Angeles Unified,489198.82,13452.05,78168.0,95319.00,51743.0,15.5618234804,470,193,0.41,0.410638297872,1.0
906,2528.1,Los Angeles,6058242,64733,91344,Los Angeles Unified,489198.82,13452.05,78168.0,95319.00,51743.0,15.5618234804,1532,1105,0.72,0.721279373368,1.0
907,2570.63333333,Los Angeles,6058275,64733,91344,Los Angeles Unified,489198.82,13452.05,78168.0,95319.00,51743.0,15.5618234804,1617,843,0.52,0.52133580705,1.0
